"","Study_ID","PID1_1","PID2_1","PID3_1","PID4_1","PID5_1","PID6_1","PID7_1","PID8_1","PID9_1","PID10_1","PID11_1","PID12_1","PID13_1","PID14_1","PID15_1","PID16_1","PID17_1","PID18_1","PID19_1","PID20_1","PID21_1","PID22_1","PID23_1","PID24_1","PID25_1","Age","Gender","Ethnicity"
"475","1060","2","3","2","2","2","2","3","4","3","3","2","1","3","1","3","2","1","2","3","1","1","1","2","1","1","","2","7"
"476","909","1","2","3","3","2","3","1","2","1","1","3","1","2","1","1","2","1","1","1","3","2","1","4","1","3","18","2","7"
"477","harnaz.singh@mail.utoronto.ca","2","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","2","2","18","1","2"
"478","964","1","2","","3","1","3","4","4","2","3","2","3","2","3","2","3","1","2","2","2","3","3","3","3","3","18","2","7"
"479","1040","1","1","1","2","1","1","4","3","3","3","1","3","2","2","3","3","1","1","1","1","4","1","2","3","1","","2","6"
"480","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"481","991","1","2","2","4","1","3","3","2","3","2","4","1","3","2","3","2","2","2","2","2","3","1","2","3","1","18","2","2"
"482","1004","2","2","2","3","3","3","3","4","4","3","3","1","2","1","2","2","1","3","3","1","3","1","3","2","1","18","2","6"
"483","1009","2","1","1","4","1","1","3","4","3","4","4","1","4","3","2","4","1","3","1","1","4","1","4","2","1","","2","6"
"484","1015","3","2","2","2","2","1","2","2","3","4","2","1","1","1","1","1","1","1","2","1","3","2","4","2","1","18","1","6"
"485","1044","1","2","2","3","1","2","3","4","3","3","2","2","1","2","3","2","1","2","2","1","2","2","3","3","1","18","1","6"
"486","989","1","1","1","2","2","2","3","3","3","3","3","2","3","1","3","2","1","1","3","1","3","1","3","2","1","18","2","2"
"487","1020","1","1","4","3","1","3","1","3","1","1","4","2","2","4","2","","1","1","1","1","1","1","3","1","3","18","2","1"
"488","954","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"489","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490","1046","3","2","1","3","1","2","2","2","2","3","2","2","3","1","3","3","2","2","3","1","2","1","3","2","3","18","2","1"
"491","949","1","2","3","2","1","2","4","4","4","4","3","2","3","1","3","1","1","2","1","2","4","1","4","3","2","19","2","2"
"492","950","1","1","1","1","1","1","2","4","3","1","3","1","1","2","3","2","1","2","2","1","2","1","3","3","1","18","2","6"
"493","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"494","1036","1","2","3","3","1","2","1","4","2","4","2","1","3","1","3","2","1","2","2","1","2","1","1","2","2","19","1","3"
"495","954","3","3","2","1","2","2","1","3","2","4","2","1","2","1","2","3","1","1","2","2","2","2","2","2","1","19","2","2"
"496","871","3","2","3","3","2","2","3","4","4","4","3","2","2","1","3","2","1","3","3","2","3","2","3","2","2","18","2","7"
"497","1013","1","4","4","3","1","1","1","4","4","4","2","1","1","3","4","1","1","3","3","1","1","2","1","1","4","","1","1"
"498","853","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"499","1027","1","2","2","3","1","2","","3","4","2","3","1","2","1","3","3","1","2","3","1","2","2","2","1","1","19","2","2"
"500","951","1","1","2","1","1","2","1","2","3","3","3","3","3","1","4","1","1","1","4","1","1","1","1","1","1","","2","2"
"501","800","1","1","2","2","1","2","3","3","3","3","2","1","2","1","2","2","1","1","1","1","3","1","1","2","1","","2","3"
"502","1042","1","4","3","1","3","4","3","4","3","4","1","1","1","1","2","1","1","1","3","2","2","1","4","2","2","18","2","2"
"503","1007","3","2","2","1","3","3","2","1","2","1","1","1","2","1","3","2","1","1","1","1","2","1","2","2","1","18","2","2"
"504","1029","3","2","3","3","3","4","4","3","3","4","2","1","2","1","3","2","1","2","4","1","2","2","2","3","2","18","2","2"
"505","928","1","1","1","1","1","1","1","3","3","1","3","1","1","1","1","1","1","1","3","1","1","1","1","1","1","18","2","6"
"506","932","1","1","1","1","1","3","1","2","2","3","2","2","1","2","2","2","1","2","2","1","2","1","3","2","1","","2","6"
"507","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"508","882","1","2","1","4","2","1","3","4","4","4","4","1","1","2","3","3","1","1","4","1","2","1","1","1","1","19","2","2"
"509","1063","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"512","937","2","2","1","1","1","2","1","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","18","1","6"
"513","953","1","1","1","1","1","1","1","3","3","3","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","18","2","3"
"514","742","1","3","3","3","1","1","1","4","3","1","1","3","1","2","2","3","1","2","3","1","3","2","4","3","1","22","2","2"
"515","1034","3","2","3","1","3","3","1","1","1","3","2","2","3","2","1","3","3","1","1","1","1","3","2","1","4","18","1","2"
"516","915","1","3","2","4","1","2","3","4","4","4","2","3","1","2","3","2","1","2","3","1","3","2","3","3","1","19","2","6"
"517","1033","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","761","1","2","2","3","3","2","3","2","2","1","2","1","1","2","1","3","3","","1","1","3","1","4","4","1","18","2","7"
"519","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","952","1","1","1","1","1","1","2","3","2","3","2","1","3","1","2","2","1","1","1","1","2","1","2","2","1","18","2","7"
"521","887","1","2","2","3","1","3","3","3","4","3","3","1","4","1","3","2","1","1","1","1","2","1","3","2","1","19","2","6"
"522","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"523","1026","2","2","2","3","1","4","3","3","2","3","3","2","2","1","2","4","1","2","2","2","2","1","2","2","1","","2","2"
"524","946","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1"
"525","clarissa.ho@mail.utoronto.ca","1","2","1","3","1","4","2","3","1","2","2","1","3","2","3","3","1","3","2","1","1","1","3","3","1","","2","2"
"526","746","3","3","1","4","3","2","3","4","2","2","2","1","1","1","3","1","1","1","2","1","3","1","1","1","1","18","2","6"
"527","1049","2","3","2","1","2","1","1","1","2","1","1","1","1","1","2","1","2","1","1","3","4","2","3","2","4","21","1","7"
"528","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"529","825","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","19","1","2"
"530","935","2","2","2","2","2","3","2","3","2","1","2","1","2","1","2","2","1","1","2","1","2","1","3","3","2","19","2","7"
"531","tugba.tasdemir@mail.utoronto.ca","1","1","1","1","1","1","1","3","3","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","24","2","2"
"532","788","2","2","1","2","1","1","2","1","1","1","1","1","3","2","1","3","3","3","2","3","1","1","2","4","2","18","1","7"
"533","matt.leggieri@mail.utoronto.ca","1","1","3","2","1","2","2","3","1","3","2","1","1","1","3","3","1","1","1","1","1","1","1","1","1","","1","6"
"534","1047","4","4","4","4","4","4","4","4","4","3","4","3","1","2","4","1","2","4","2","1","3","1","4","2","2","18","1","3,6"
"535","872","1","1","1","4","1","3","3","4","3","2","4","1","3","4","3","4","1","3","1","1","2","1","2","1","1","18","2","7"
"536","873","1","1","1","4","1","3","3","4","3","2","4","1","2","4","3","4","1","3","1","1","2","1","1","1","1","18","2","7"
"537","1037","1","1","1","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","1","1","3","18","1","6"
"538","876","1","1","2","3","1","4","4","4","4","4","3","1","3","1","4","2","1","2","4","3","4","2","3","1","1","18","2","7"
"539","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","1064","1","2","3","3","2","3","2","3","2","3","2","1","4","1","3","1","1","1","3","1","3","1","2","1","1","20","1","6"
"541","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"542","981","3","3","2","2","2","3","2","2","3","3","2","1","2","1","2","2","1","1","1","1","1","3","1","1","1","19","2","6"
"543","24498","1","1","1","2","1","1","2","3","3","3","1","1","2","1","2","3","1","1","1","1","1","1","2","1","1","19","2","7"
"544","992","2","3","3","2","3","3","3","3","3","3","","2","2","3","3","2","2","3","2","2","3","3","2","3","1","18","2","5,7"
"545","1068","1","1","2","3","1","1","1","4","4","4","1","1","1","1","2","2","1","1","1","1","1","1","2","3","1","18","2","2"
"546","1062","2","2","2","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","19","2","7"
"547","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"548","1066","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","3","2","1","2","1","1","1","1","1","1","20","2","6"
"549","24168","1","3","1","2","4","1","2","3","1","3","2","3","1","1","2","4","4","3","1","","2","3","2","1","3","18","2","2"
"550","853","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"551","debra.olaniyi@mail.utoronto.ca","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"552","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"553","1030","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"554","1085","1","1","2","1","1","1","2","2","1","2","2","1","1","2","1","2","1","2","2","3","3","1","3","1","1","18","2","1"
"555","1106","3","2","2","3","1","1","4","3","4","1","1","1","3","3","4","3","1","1","3","4","4","3","4","4","4","20","2","3"
"556","1085","1","1","2","3","1","2","2","2","3","3","2","1","4","1","1","4","1","1","1","1","1","2","2","1","3","20","2","3"
"557","1095","2","1","1","3","1","3","4","2","3","2","2","3","3","1","2","3","2","2","3","2","3","2","3","3","2","18","2","7"
"558","1098","3","3","3","3","3","3","3","3","3","3","3","1","3","2","3","2","1","2","2","2","2","2","2","2","2","18","1","2"
"559","1088","2","3","3","3","2","1","3","3","2","2","3","1","2","2","4","3","4","4","3","3","4","4","1","1","3","18","2","2"
"560","1101","1","1","2","3","2","1","4","2","1","1","4","1","2","2","3","3","1","4","3","1","4","2","3","2","2","","2","7"
"561","1089","2","3","3","1","2","2","3","4","4","2","3","2","1","2","3","2","1","1","2","2","3","1","2","2","1","18","2","2"
"562","1078","2","3","3","2","2","4","2","3","4","3","4","2","2","1","3","2","1","2","3","1","1","2","4","1","2","18","2","7"
"563","1079","1","1","1","2","1","2","2","3","3","3","1","3","4","1","3","2","1","1","4","1","3","2","4","2","1","18","2","7"
"564","1099","2","4","4","3","2","2","4","3","4","3","2","1","3","1","3","3","1","2","3","2","4","1","4","4","1","18","2","1"
"565","1107","1","1","1","1","1","1","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","18","2","7"
"566","1118","3","3","3","2","1","2","4","3","2","2","3","1","4","1","1","4","1","2","1","1","2","1","3","1","1","20","2","2"
"567","1123","1","3","4","2","1","2","3","4","4","3","3","1","2","3","2","4","1","1","3","1","2","1","3","1","1","18","2","1"
"568","1081","1","1","1","2","1","1","2","3","2","1","1","1","1","3","1","3","1","2","1","1","2","1","3","2","1","18","2","6"
"569","1080","3","3","3","3","2","3","3","3","2","1","3","3","1","1","1","3","1","3","1","1","3","1","2","2","1","19","2","2"
"570","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"571","1147","3","2","4","3","3","1","3","4","4","3","3","1","2","3","4","4","2","2","4","1","1","2","1","3","3","19","2","1"
"572","1148","1","1","1","2","1","1","1","4","4","2","1","1","1","1","1","1","1","1","3","1","2","1","2","1","1","18","2","2,6"
"573","1097","3","4","1","1","2","1","1","1","1","1","1","1","3","2","2","3","2","1","3","1","1","1","4","2","3","18","2","2"
"574","1150","3","3","3","3","1","2","3","3","1","3","2","1","4","4","3","4","2","1","2","1","3","1","3","1","1","","2","2"
"575","1152","2","3","2","4","2","4","2","4","4","1","3","1","1","1","3","2","1","2","2","1","2","2","3","4","2","","1","6"
"576","1169","2","2","2","1","1","2","2","2","3","2","2","1","2","3","1","1","1","1","1","1","2","1","1","1","1","18","2","1"
"577","1132","3","3","3","1","1","3","3","3","1","2","3","1","1","1","1","1","1","1","1","1","3","1","4","1","3","","2","2"
"578","1138","3","4","4","4","2","3","3","4","4","4","2","3","2","2","4","3","3","3","4","2","4","1","4","3","2","18","2","2"
"579","1136","1","2","1","2","1","1","1","4","4","1","2","1","2","2","2","2","1","2","1","1","1","1","2","1","1","","2","6"
"580","1156","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","2","1","1","1","1","3","1","1","18","1","2"
"581","1157","1","3","2","1","1","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","3","1","3","2","2","","1","2"
"582","1155","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","1","4","1","1","1","1","1","1","1","18","2","6,7"
"583","1170","4","4","4","1","3","1","3","1","1","1","4","1","3","1","4","1","1","2","2","2","3","1","2","3","1","19","1","2"
"584","1182","1","2","2","2","2","3","2","3","2","2","2","2","3","2","2","2","2","2","1","1","1","2","1","1","2","18","2","7"
"585","1153","1","1","1","1","2","2","2","2","","2","2","","2","2","2","2","2","2","2","1","1","1","2","1","2","19","2","2,7"
"586","1154","2","2","2","3","1","3","3","2","4","2","2","1","3","2","1","4","1","2","1","2","4","2","4","3","2","18","2","7"
"587","1134","3","3","4","4","3","4","4","4","4","4","1","1","2","1","3","4","1","1","4","1","4","1","2","1","1","","2","2"
"588","1173","2","2","1","1","1","2","3","3","3","3","1","1","2","1","2","2","1","1","3","2","1","2","3","3","2","","2","2"
"589","1161","1","1","1","1","1","1","1","2","3","2","4","3","2","2","2","2","1","2","1","3","3","1","3","1","1","18","2","7"
"590","1164","2","3","2","","2","2","4","4","4","4","3","2","3","2","3","3","2","1","1","2","3","3","4","3","3","","2","6"
"591","1160","2","3","3","1","2","3","2","3","4","2","3","1","4","2","1","1","1","2","3","1","4","1","3","2","1","18","2","2"
"592","1183","1","1","1","2","1","3","3","3","3","4","2","1","1","1","1","1","1","1","3","1","1","1","1","1","1","18","2","7"
"593","1163","4","2","3","2","2","3","4","3","2","4","3","3","4","1","1","4","3","3","2","2","4","4","4","3","4","19","1","2,7"
"594","28316","3","3","4","4","2","3","3","4","4","3","4","3","4","3","4","4","2","4","3","1","3","1","4","4","3","18","2","3"
"595","1139","4","3","3","3","1","2","3","1","1","3","2","3","3","2","2","2","2","3","1","2","2","1","3","2","1","21","2","2"
"596","1174","2","3","4","4","3","4","4","4","3","2","2","1","4","3","4","2","1","1","3","1","2","1","3","2","1","20","2","2"
"597","1168","2","3","2","2","2","3","3","2","1","1","2","1","1","1","2","2","1","2","3","1","3","2","3","2","2","19","1","7"
"598","1165","1","2","1","3","1","3","2","3","2","1","4","1","3","1","1","2","1","3","2","3","1","2","1","2","1","","1","7"
"599","1166","1","2","3","2","2","4","3","2","4","1","2","3","2","2","1","1","3","2","2","3","4","3","2","3","4","18","1","7"
"600","1184","1","1","2","1","1","2","3","2","2","2","2","1","2","1","2","1","1","2","2","2","1","2","2","2","2","18","2","6"
"601","1186","1","1","1","4","1","1","3","4","1","4","1","1","3","1","1","3","4","3","1","1","4","3","4","3","3","18","1","7"
"602","1185","2","2","1","1","1","1","1","1","4","1","1","2","2","1","1","1","1","1","2","2","3","2","2","3","2","18","2","2"
"603","28435","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","1189","1","2","1","3","2","2","2","3","1","1","1","1","2","2","2","2","1","1","1","2","3","1","2","2","1","19","2","2"
"605","1178","4","3","3","3","2","1","4","4","3","1","3","1","1","1","2","2","1","2","3","2","4","2","4","2","2","19","2","2"
"606","1162","1","1","1","4","4","1","4","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","19","2","1"
"607","1185","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"608","1188","3","1","4","2","4","4","4","4","4","4","3","3","3","1","4","2","1","1","3","2","4","3","4","2","3","","1","6"
"609","30113","2","1","1","2","1","2","1","3","3","2","3","3","1","1","1","2","1","1","1","2","1","1","2","1","1","","2","2"
"610","30114","3","4","3","2","2","3","2","3","2","1","3","3","3","1","3","2","1","1","4","2","2","2","3","3","2","21","2","2"
"611","999","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"612","30097","1","1","1","2","1","1","1","3","1","1","2","1","2","2","3","3","1","2","1","1","1","1","2","1","1","18","2","6"
"613","1199","1","2","1","1","1","1","3","1","3","1","1","1","2","1","1","1","1","1","3","1","3","1","3","3","1","","2","6"
"614","99999","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"615","1201","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","2","1","1","1","1","2","1","1","","2","7"
"616","1200","1","1","1","2","1","1","1","2","1","1","1","1","1","2","1","2","1","2","1","1","1","1","2","1","1","19","2","2"
"617","999","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"618","1202","1","1","1","1","2","1","1","3","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","21","2","7"
"619","1205","4","4","4","3","4","4","4","4","4","4","4","4","1","1","4","1","1","1","4","1","4","1","4","4","1","19","2","2"
